id,city,age,date,protectionorder,why1,why2,killer1,killer2,killingway1,killingway2,killingway3,statusofkiller,year
217, Denizli , Resit , 05/05/2010 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Darp,,, Tutuklu ,2010
218, Denizli  , Resit Degil , 05/09/2010 ,   Var ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2010
219, Diyarbakir , Resit , 06/02/2010 ,   Yok ,Tartisma,,Kocasi,,Yakilma,,, Tutuklu ,2010
220, Diyarbakir ,, 06/02/2010 ,   Yok ,Tartisma,,Babasi,,Atesli Silah,,, Araniyor ,2010
221, Edirne ,, 06/05/2010 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Araniyor ,2010
222, Elazig , Resit, 06/07/2010 ,   Yok ,Namus ,,Erkek Kardesi,,Bogulma,,,,2010
223, Elazig ,, 06/08/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2010
224, Erzincan ,, 06/10/2010 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2010
225, Erzurum ,, 06/11/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,,,2010
226, Gaziantep , Resit , 07/03/2010 ,   Yok ,Tartisma,,Akrabasi,,Atesli Silah,,, Tutuklu ,2010
227, Gaziantep , Resit , 07/04/2010 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Araniyor ,2010
228, Hatay ,, 07/12/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2010
229, Istanbul , Resit , 08/11/2010 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2010
230, Istanbul , Resit , 08/12/2010 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2010
231, Istanbul ,, 09/02/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,, Tespit Edilemeyen,2010
232, Istanbul , Resit , 09/04/2010 ,   Yok ,Tartisma ,Bosanma Talebi,Kocasi,,Kesici Alet,,, Tutuklu ,2010
233, Istanbul ,, 09/04/2010 ,   Yok ,Tecavuz,,Tanimadigi Birisi,,Intihar,,, Araniyor ,2010
234, Istanbul , Resit , 09/05/2010 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,Tespit Edilemeyen,2010
235, Istanbul , Resit , 09/07/2010 ,   Yok ,Tartisma,,Kocasi,,Yuksekten Dusme,,, Tutuklu ,2010
236, Istanbul ,, 09/09/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2010
237, Istanbul , Resit , 09/09/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Sorusturma Suruyor ,2010
238, Istanbul ,, 09/11/2010 ,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Oglu,,Vurucu Alet,,,,2010
239, Istanbul ,, 10/03/2010 ,   Yok ,Reddedilme,,Kocasi,,Kesici Alet,,, Tutuklu ,2010
240, Istanbul ,, 10/03/2010 ,   Yok ,Kiskanclik,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2010
241, Istanbul , Resit Degil , 10/07/2010 ,   Yok ,Tespit Edilemeyen,,Abisi,,Kesici Alet,,, Tutuklu ,2010
242, Istanbul , Resit , 10/07/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2010
243, Izmir , Resit , 11/03/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2010
244, Izmir , Resit , 11/06/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2010
245, Izmir , Resit , 11/07/2010 ,   Yok ,Tartisma,Husumet,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2010
246, Izmir ,, 11/08/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Kacak ,2010
247, Kahramanmaras , Resit, 12/03/2010 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Sevgilisi,,Bogulma,,,,2010
248, Kahramanmaras , Resit , 12/03/2010 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2010
249, Kahramanmaras , Resit , 12/03/2010 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2010
250, Kahramanmaras , Resit , 12/05/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
251, Karaman , Resit , 12/06/2010 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Araniyor ,2010
252, Kastamonu , Resit , 12/10/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2010
253, Kastomonu , Resit , 12/11/2010 ,   Yok ,Para,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2010
254, Kayseri , Resit , 12/11/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,Tespit Edilemeyen,2010
255, Kirikkale , Resit , 13/02/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Sorusturma Suruyor ,2010
256, Kocaeli ,, 13/07/2010 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
257, Kocaeli , Resit , 13/08/2010 ,   Yok ,Tartisma,,Oglu,,Atesli Silah,,, Tutuklu ,2010
258, Kocaeli , Resit Degil , 13/09/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Bogulma,,, Tutuklu ,2010
259, Kocaeli , Resit, 13/11/2010 ,   Yok ,Reddedilme,,Eski Kocasi,,Kesici Alet,,,,2010
260, Konya , Resit, 13/12/2010 ,   Yok ,Tartisma,,Kocasi,,Darp,,, Tutuklu ,2010
261, Konya , Resit , 14/01/2010 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
262, Konya , Resit , 14/05/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2010
263, Konya ,, 14/05/2010 ,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2010
264, Konya , Resit , 14/05/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Araniyor ,2010
265, Malatya ,, 14/09/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Kacak ,2010
266, Malatya , Resit , 14/09/2010 ,   Yok ,Reddedilme,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
267, Malatya , Resit , 14/09/2010 ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,, Tutuklu ,2010
268, Manisa , Resit , 14/11/2010 ,   Yok ,Tartisma,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2010
269, Manisa , Resit , 14/11/2010 ,   Yok ,Tartisma,Ayrilik Talebi,Eski Sevgilsi,,Atesli Silah,,, Intihar ,2010
270, Mardin ,, 15/02/2010 ,   Yok ,Namus,,Ailesi,,Kesici Alet,Yakılma,, Tespit Edilemeyen,2010
271, Mardin ,, 15/03/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Araniyor ,2010
272, Mardin , Resit , 15/03/2010 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
273, Mersin ,, 15/05/2010 ,   Yok ,Barisma Talebi,,Erkek Kardesi,,Kesici Alet,,, Tutuklu ,2010
274, Mersin , Resit , 15/07/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Vurucu Alet,,, Tutuklu ,2010
275, Mugla , Resit , 15/10/2010 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Bogulma,,, Tutuklu ,2010
276, Mugla , Resit , 15/10/2010 ,   Yok ,Tartisma ,Reddedilme,Eski Sevgilisi,,Bogulma,,, Tutuklu ,2010
277, Mugla ,, 15/11/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Tespit Edilemeyen,2010
278, Mus ,, 15/12/2010 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2010
279, Sakarya , Resit Degil  , 16/08/2010 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2010
280, Sakarya , Resit  , 16/09/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor,2010
281, Samsun ,, 16/10/2010 ,   Yok ,Tartisma,,Eski Nisanlisi,,Atesli Silah,,, Intihar ,2010
282, Samsun , Resit , 16/10/2010 ,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2010
283, Sanliurfa ,, 17/02/2010 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2010
284, Sinop , Resit , 17/05/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2010
285, Sivas ,, 17/06/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2010
286, Tekirdag , Resit , 17/09/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2010
287, Tokat ,, 17/10/2010 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2010
288, Trabzon ,, 17/12/2010 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2010
289, Trabzon , Resit , 17/12/2010 ,   Yok ,Kizini Korurken,,Eski Damadi,,Atesli Silah,,, Tutuklu ,2010
290, Van ,, 18/02/2010 ,   Yok ,Bosanma Talebi,Siddet,Kocasi,,Atesli Silah,,, Kacak ,2010
291, Yalova , Resit , 18/02/2010 ,   Yok ,Tartisma,,Damadi,,Darp,Kesici Alet,, Tutuklu ,2010
292, Yozgat , Resit , 18/03/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2010
293, Yozgat ,, 18/03/2010 ,   Yok ,Tartisma,,Erkek Kardesi,,Vurucu Alet,,, Tutuklu ,2010
294, Zonguldak , Resit , 18/06/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2010
295,,, 18/08/2010 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,,,2010
296,,, 18/09/2010 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Eski Kocasi,,Atesli Silah,,,,2010
297,,, 18/09/2010 ,   Yok ,Annesini Korurken,,Babasi,,Atesli Silah,,,,2010
298,,, 18/10/2010 ,   Yok ,Tespit Edilemeyen,,Babasi,,Kesici Alet,,,,2010
299,,, 19/02/2010 ,   Tespit Edilemeyen ,Kriz ve Issizlik,,Kocasi,,Kesici Alet,,,,2010
300,,, 19/03/2010 ,   Yok  ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2010
301,,, 19/03/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,,2010
302,,, 19/04/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2010
303,,, 19/05/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2010
304,,, 19/07/2010 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2010
305,,, 19/11/2010 ,   Yok ,Ayrilik,,Eski Kocasi,,Atesli Silah,,,,2010
306,,, 19/11/2010 ,   Tespit Edilemeyen ,Kadin hayatina dair bir karar vermek istedigi icin,,Tanidigi Birisi,,Atesli Silah,,,,2010
307,,, 20/02/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
308,,, 20/02/2010 ,   Yok ,Para,,Tanimadigi Birisi,,Bogulma,,,,2010
309,,, 20/04/2010 ,   Yok ,Tespit Edilemeyen,,Damadi,,Kesici Alet,,,,2010
310,,, 20/05/2010 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Kesici Alet,,,,2010
311,,, 20/07/2010 ,   Tespit Edilemeyen ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,,,2010
312,,, 21/07/2010 ,   Yok ,Kiskanclik,,Uvey Annesi,,Bogulma,,,,2010
313,,, 21/08/2010 ,   Yok ,Tartisma,,Erkek Kardesi,,Atesli Silah,,,,2010
314,,, 21/10/2010 ,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,,,,2010
315,,, 21/10/2010 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2010
316,,, 21/12/2010 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,,,2010
317,,, 22/03/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2010
318,,, 22/09/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2010
319,,, 22/10/2010 ,   Yok ,Namus,,Abisi,,Atesli Silah,,,,2010
320,,, 22/10/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
321,,, 22/11/2010 ,   Yok ,Tartisma,,Akrabasi,,Atesli Silah,,,,2010
322,,, 23/04/2010 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2010
323,,, 23/07/2010 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,,,2010
324,,, 23/08/2010 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2010
325,,, 23/08/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
326,,, 23/08/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2010
327,,, 23/08/2010 ,   Yok ,Velayet,,Eski Kocasinin Kardesi,,Atesli Silah,,,,2010
328,,, 23/09/2010 ,   Yok ,Namus,,Akrabasi,,Atesli Silah,,,,2010
329,,, 23/09/2010 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2010
330,,, 23/10/2010 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2010
331,,, 23/11/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2010
332,,, 23/12/2010 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,,,2010
333,,, 24/02/2010 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2010
334,,, 24/05/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2010
335,,, 24/08/2010 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2010
336,,, 24/09/2010 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,,,2010
337,,, 24/10/2010 ,   Yok ,Tespit Edilemeyen,,Nisanlisi,,Atesli Silah,,,,2010
338,,, 24/12/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
339,,, 25/02/2010 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Kesici Alet,,, Tutuklu ,2010
340,,, 25/04/2010 ,   Yok ,Reddedilme,,Kocasi,,Kesici Alet,,,,2010
341,,, 25/06/2010 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2010
342,,, 25/07/2010 ,    ,Tartisma,,Oglu,,Yakilma,,,,2010
343,,, 25/07/2010 ,   Yok,Kadin hayatina dair bir karar vermek istedigi icin,,Sevgilisi,,Atesli Silah,,,,2010
344,,, 25/09/2010 ,   Var ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
345,,, 25/10/2010 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Tutuklu ,2010
346,,, 25/10/2010 ,   Yok ,Nefret,,Tespit Edilemeyen,,Darp,,,,2010
347,,, 26/02/2010 ,   Yok ,Para,,Tanidigi Birisi,,Iskence,,,,2010
348,,, 26/02/2010 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Atesli Silah,,,,2010
349,,, 26/04/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2010
350,,, 26/05/2010 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
351,,, 26/08/2010 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2010
352,,, 27/04/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,,,2010
353,,, 27/04/2010 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2010
354,,, 27/05/2010 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2010
355,,, 27/06/2010 ,   Yok ,Tartisma,,Kuzeni,,Kesici Alet,,,,2010
356,,, 27/08/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2010
357,,, 27/09/2010 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Atesli Silah,,,,2010
358,,, 27/10/2010 ,   Yok ,Ayrilik,,Eski Sevgilisi,,Atesli Silah,,,,2010
359,,, 27/12/2010 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2010
360,,, 28/01/2010 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2010
361,,, 28/01/2010 ,   Var ,Ayrilik,,Eski Sevgilisi,,Atesli Silah,,,,2010
362,,, 28/02/2010 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2010
363,,, 28/05/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2010
364,,, 28/09/2010 ,   Var ,Bosanma,,Kocasi,,Atesli Silah,,,,2010
365,,, 28/10/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Darp,,,,2010
366,,, 28/10/2010 ,   Tespit Edilemeyen ,Kadin hayatina dair bir karar vermek istedigi icin,,Tanidigi Birisi,,Atesli Silah,,,,2010
367,,, 29/04/2010 ,   Yok ,Kiskanclik,,Sevgilisi,,Atesli Silah,,,,2010
368,,, 29/04/2010 ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,,,2010
369,,, 29/05/2010 ,   Yok ,Tespit Edilemeyen,,Tanidigi BIrisi,,Tespit Edilemeyen,,,,2010
370,,, 29/08/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2010
371,,, 29/08/2010 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2010
372,,, 29/10/2010 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2010
373,,, 29/11/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2010
374,,, 30/03/2010 ,   Yok ,Kiskanclik,,Sevgilisi,,Iskence,,,,2010
375,,, 30/07/2010 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,,,2010
376,,, 30/10/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,Kayinbiraderi,Atesli Silah,,,,2010
377,,, 30/12/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2010
378,,, 30/12/2010 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,,,2010
379,,, 30/12/2010 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2010
380,,, 31/01/2010 ,   Yok ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,,,2010
381,,, 31/03/2010 ,   Yok ,Para,,Sevgilisi,,Atesli Silah,,,,2010
382, Ankara , Resit , 02/07/1011 ,   Yok ,Tartisma,,Tanidigi Birisi,,Darp,Kesici Alet,, Intihar ,2011
383, Istanbul ,, 08/09/2001 ,   Yok ,Tartisma,,Tanidigi Birisi,,Bogulma,,, Tutuklu ,2011
384, Adana ,,06/03/2011,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2011
385, Adana ,,06/04/2011,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2011
386, Adana , Resit ,03/11/2011,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Asma,,, Sorusturma Suruyor ,2011
387, Adiyaman ,, 01/04/2011 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2011
388, Afyonkarahisar , Resit , 01/06/2011 ,   Yok ,Husumet,,Tespit Edilemeyen,,Atesli Silah,,, Tutuklu ,2011
389, Agri , Resit Degil , 01/08/2011 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2011
390, Antalya , Resit , 01/10/2011 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2011
391, Ankara ,, 01/11/2011 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2011
392, Ankara , Resit , 02/01/2011 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Araniyor ,2011
393, Antalya , Resit , 03/02/2011 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Yuksekten Dusme,,, Tutuklu ,2011
394, Antalya , Resit , 03/04/2011 ,   Yok ,Tartisma,,Tanidigi Birisi,,Bogulma,,, Tutuklu ,2011
395, Aydin ,, 03/09/2011 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2011
396, Balikesir ,, 03/11/2011 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,Bogulma,, Tespit Edilemeyen,2011
397, Batman , Resit , 04/02/2011 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2011
398, Batman , Resit , 04/02/2011 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2011
399, Bursa  ,, 05/02/2011 ,Tespit Edilemeyen,Tespit Edilemeyen,,Kocasi,,Vurucu Alet,,,Tespit Edilemeyen,2011
400, Bursa  , Resit , 05/02/2011 ,   Yok ,Namus,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
401, Denizli , Resit , 05/05/2011 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2011
402, Denizli , Resit , 05/05/2011 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
403, Denizli ,, 05/05/2011 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2011
404, Denizli ,, 05/05/2011 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2011
405, Denizli  , Resit , 05/09/2011 ,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2011
406, Diyarbakir , Resit Degil , 06/01/2011 ,   Yok ,Aldatma,,Sevgilisi,,Tespit Edilemeyen,,, Tutuklu ,2011
407, Erzurum ,, 06/10/2011 ,   Yok ,Ayrilik Talebi,,Kocasi,,Kesici Alet,,, Intihar ,2011
408, Erzurum , Resit , 06/10/2011 ,   Yok ,Reddedilme,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
409, Ordu ,, 07/01/2011 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2011
410, Gaziantep ,, 07/03/2011 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Araniyor ,2011
411, Gaziantep ,, 07/03/2011 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Bogulma,,, Tutuklu ,2011
412, Gaziantep ,, 07/04/2011 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Tespit Edilemeyen,2011
413, Gaziantep , Resit , 07/05/2011 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
414, Igdir ,Resit Degil, 08/03/2011 ,   Yok ,Namus,,Ailesi,Babasi,Kesici Alet,,,,2011
415, Igdir , Resit , 08/03/2011 ,   Yok ,Tecavuz,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2011
416, Istanbul , Resit , 08/07/2011 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
417, Istanbul , Resit , 08/09/2011 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2011
418, Istanbul , Resit , 09/02/2011 ,   Yok ,Kiskanclik,,Kocasi,,Bogulma,,, Tutuklu ,2011
419, Istanbul , Resit , 09/07/2011 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Kesici Alet,,,Tespit Edilemeyen,2011
420, Istanbul ,, 09/09/2011 ,   Yok ,Tartisma,Ayrilik Talebi,Sevgilisi,,Bogulma,,, Tutuklu ,2011
421, Istanbul , Resit , 10/01/2011 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Tespit Edilemeyen,,, Tespit Edilemeyen,2011
422, Istanbul ,, 10/03/2011 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2011
423, Istanbul ,, 10/09/2011 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
424, Izmir ,Resit, 11/01/2011 ,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2011
425, Izmir , Resit , 11/02/2011 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,Darp,, Tutuklu ,2011
426, Izmir ,, 11/04/2011 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2011
427, Izmir ,, 11/05/2011 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Intihar ,2011
428, Izmir , Resit , 11/10/2011 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2011
429, Kahramanmaras , Resit , 12/05/2011 ,   Yok ,Para,,Tanimadigi BIrisi,,Kesici Alet,,, Tutuklu ,2011
430, Kirklareli , Resit , 13/04/2011 ,   Yok ,Bosanma Talebi ,Tartisma,Kocasi,,Atesli Silah,,, Araniyor ,2011
431, Kocaeli ,, 13/09/2011 ,   Yok ,Silahini Temizlerken,,Kocasi,,Atesli Silah,,, Tutuklu ,2011
432, Konya , Resit , 14/01/2011 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2011
433, Konya , Resit , 14/02/2011 ,   Yok ,Kizini Korurken,,Eski Damadi,,Atesli Silah,,, Tutuklu ,2011
434, Konya , Resit , 14/02/2011 ,   Yok ,Reddedilme,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2011
435, Konya ,, 14/02/2011 ,   Yok ,Ayrilik Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2011
436, Konya ,, 14/04/2011 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2011
